Accession,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Collection_Date
HM756658,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM756659,West Nile virus,10660,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM756660,West Nile virus,10547,complete,USA: New York,USA,NY,Accipiter cooperii,2008
HM756661,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM756662,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM756663,West Nile virus,10611,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM756664,West Nile virus,10611,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2002
HM756665,West Nile virus,10488,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2002
HM756666,West Nile virus,10611,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM756667,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM756668,West Nile virus,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM756669,West Nile virus,10413,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM756670,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM756671,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
HM756672,West Nile virus,10454,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
HM756673,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
HM756675,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
HM756676,West Nile virus,10478,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2003
HM756677,West Nile virus,10617,complete,USA: New Mexico,USA,NM,Loriini,2005
HM756678,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
GU011992,West Nile virus,11030,complete,Italy,Italy,,Homo sapiens,2009
GQ379156,West Nile virus,11029,complete,USA,USA,,Corvus,2001-07
GQ379157,West Nile virus,11029,complete,USA: California,USA,CA,Corvus,2008-08
GQ379158,West Nile virus,11029,complete,USA: California,USA,CA,Culex tarsalis,2007-08
GQ379159,West Nile virus,11029,complete,USA: California,USA,CA,Sciurus niger,2008-08
GQ379160,West Nile virus,11029,complete,Argentina,Argentina,,Equus caballus,2006-02
GQ379161,West Nile virus,11029,complete,Argentina,Argentina,,Equus caballus,2006-02
FJ527738,West Nile virus,11029,complete,USA: Louisiana,USA,LA,Cyanocitta cristata,2001
FJ483548,West Nile virus,11030,complete,Italy,Italy,,Corvidae,2008
FJ483549,West Nile virus,11030,complete,Italy,Italy,,Corvidae,2008
FJ411043,West Nile virus,11029,complete,,,,,
EU249803,West Nile virus,11029,complete,,,,Rousettus leschenaultii,1968
FJ151394,West Nile virus,11029,complete,USA: New York City,USA,NY,Corvus,1999
FJ159129,West Nile virus,10845,complete,Russia: Volgograd,Russia,,Uranotaenia,2006
FJ159130,West Nile virus,10845,complete,Russia: Volgograd,Russia,,Uranotaenia,2005
FJ159131,West Nile virus,10845,complete,Russia: Volgograd,Russia,,Uranotaenia,2005
EF429197,West Nile virus,11052,complete,South Africa,South Africa,,Homo sapiens,1989
EF429198,West Nile virus,11052,complete,South Africa,South Africa,,Homo sapiens,2001
EF429199,West Nile virus,11052,complete,South Africa,South Africa,,Homo sapiens,2000
EF429200,West Nile virus,11051,complete,South Africa,South Africa,,Homo sapiens,1958
AM404308,West Nile virus,10979,complete,Portugal,Portugal,,,
EU155484,West Nile virus,10822,complete,USA,USA,,,
EF657887,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2000
EF530047,West Nile virus,11029,complete,USA,USA,,Corvus brachyrhynchos,2000
EU081844,West Nile virus,11029,complete,Egypt,Egypt,,,
DQ666448,West Nile virus,11029,complete,USA,USA,,,
DQ666449,West Nile virus,11029,complete,USA,USA,,,
DQ666450,West Nile virus,11029,complete,USA,USA,,,
DQ666451,West Nile virus,11029,complete,USA,USA,,,
DQ666452,West Nile virus,11015,complete,USA,USA,,,
EF571854,West Nile virus,11029,complete,USA,USA,,,
DQ256376,West Nile virus,11014,complete,India,India,,Homo sapiens,1980
DQ005530,West Nile virus,11029,complete,USA,USA,,,
DQ176636,West Nile virus,10866,complete,Madagascar,Madagascar,,Coracopsis vasa,1978
DQ176637,West Nile virus,10678,complete,"USA: Hall County, Texas",USA,TX,Quiscalus quiscula,
AJ965628,West Nile virus,10977,complete,,,,,
DQ116961,West Nile virus,11028,complete,Hungary,Hungary,,Accipiter gentilis,
DQ118127,West Nile virus,10969,complete,Hungary,Hungary,,Anatidae,
DQ411029,West Nile virus,10811,complete,Russia,Russia,,Phalacrocorax carbo,
DQ411030,West Nile virus,10811,complete,Russia,Russia,,Hyalomma marginatum,
DQ411031,West Nile virus,10811,complete,Russia,Russia,,Corvus cornix,
DQ411032,West Nile virus,10811,complete,Russia,Russia,,Columba livia,
DQ411033,West Nile virus,10811,complete,Russia,Russia,,Phalacrocorax carbo,
DQ411034,West Nile virus,10811,complete,Russia,Russia,,Anopheles messeae,
DQ411035,West Nile virus,10811,complete,Russia,Russia,,Anopheles messeae,
DQ374650,West Nile virus,10811,complete,Russia,Russia,,Phalacrocorax carbo,
DQ374651,West Nile virus,10811,complete,Russia,Russia,,Pica pica,
DQ374652,West Nile virus,10789,complete,Russia,Russia,,Corvus cornix,
DQ374653,West Nile virus,10811,complete,Russia,Russia,,Corvus cornix,
DQ377178,West Nile virus,10811,complete,Russia,Russia,,Hyalomma marginatum,
DQ377179,West Nile virus,10811,complete,Russia,Russia,,Corvus frugilegus,
DQ377180,West Nile virus,10811,complete,Russia,Russia,,Phalacrocorax carbo,
DQ318019,West Nile virus,11038,complete,Senegal,Senegal,,,
DQ318020,West Nile virus,11048,complete,Central African Republic,Central African Republic,,,
DQ066423,West Nile virus,11029,complete,,,,Cricetinae,
DQ211652,West Nile virus,11029,complete,USA,USA,,,
DQ164186,West Nile virus,11029,complete,"USA: NY, Queens",USA,NY,Corvus brachyrhynchos,2002
DQ164187,West Nile virus,11029,complete,"USA: NY, Broome",USA,NY,Corvus brachyrhynchos,2002
DQ164188,West Nile virus,11029,complete,"USA: NY, Westchester",USA,NY,Corvus brachyrhynchos,2003
DQ164189,West Nile virus,11029,complete,"USA: NY, Albany",USA,NY,Corvus brachyrhynchos,2003
DQ164190,West Nile virus,11029,complete,"USA: NY, Suffolk",USA,NY,Corvus brachyrhynchos,2003
DQ164191,West Nile virus,11029,complete,"USA: NY, Chautauqua",USA,NY,Corvus brachyrhynchos,2003
DQ164192,West Nile virus,11029,complete,"USA: NY, Rockland",USA,NY,Corvus brachyrhynchos,2003
DQ164193,West Nile virus,11029,complete,"USA: NY, Clinton",USA,NY,Corvus brachyrhynchos,2002
DQ164194,West Nile virus,11029,complete,"USA: NY, Suffolk",USA,NY,Corvus brachyrhynchos,2001
DQ164195,West Nile virus,11029,complete,"USA: NY, Nassau",USA,NY,Culex,2002
DQ164196,West Nile virus,11029,complete,USA: GA,USA,GA,Homo sapiens,2002
DQ164197,West Nile virus,11029,complete,USA: GA,USA,GA,Homo sapiens,2002
DQ164198,West Nile virus,11029,complete,USA: TX,USA,TX,Homo sapiens,2002
DQ164199,West Nile virus,11029,complete,USA: TX,USA,TX,Homo sapiens,2003
DQ164200,West Nile virus,11029,complete,USA: IN,USA,IN,Homo sapiens,2002
DQ164201,West Nile virus,11029,complete,USA: AZ,USA,AZ,Homo sapiens,2004
DQ164202,West Nile virus,11029,complete,USA: OH,USA,OH,Homo sapiens,2002
DQ164203,West Nile virus,11029,complete,USA: CO,USA,CO,Corvidae,2003
DQ164204,West Nile virus,11029,complete,USA: CO,USA,CO,Buteo jamaicensis,2003
DQ164205,West Nile virus,11029,complete,USA: TX,USA,TX,Homo sapiens,2002
DQ164206,West Nile virus,11029,complete,"USA: TX, Harris",USA,TX,Cyanocitta cristata,2004
AY646354,West Nile virus,11030,complete,USA,USA,,Homo sapiens,
AY603654,West Nile virus,11029,complete,Ethiopia,Ethiopia,,,
AY795965,West Nile virus,11029,complete,USA,USA,,,
AY765264,West Nile virus,10972,complete,,,,Culex pipiens,
AY848695,West Nile virus,11029,complete,,,,,
AY848696,West Nile virus,11029,complete,,,,,
AY848697,West Nile virus,11029,complete,,,,,
AY842931,West Nile virus,11029,complete,USA,USA,,,
AY660002,West Nile virus,11029,complete,Mexico,Mexico,,,
AY532665,West Nile virus,11038,complete,,,,,
AY712945,West Nile virus,11029,complete,USA: Texas,USA,TX,Zenaida macroura,
AY712946,West Nile virus,11029,complete,USA: Texas,USA,TX,Cyanocitta cristata,
AY712947,West Nile virus,11029,complete,USA: Texas,USA,TX,,
AY712948,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,
AY688948,West Nile virus,11057,complete,Israel,Israel,,,
AY289214,West Nile virus,11029,complete,,,,,
AY490240,West Nile virus,11028,complete,China,China,,,
AY277251,West Nile virus,10741,complete,Russia,Russia,,Dermacentor marginatus,
AY277252,West Nile virus,10845,complete,"Russia: Volgograd, low Volga",Russia,,,
AY278441,West Nile virus,10998,complete,"Russia: Astrakhan, Volga delta",Russia,,,
AY278442,West Nile virus,10842,complete,"Russia: Volgograd, low Volga",Russia,,,
AF404753,West Nile virus,11029,complete,USA: Maryland,USA,MD,Corvus,
AF404754,West Nile virus,11029,complete,USA: New Jersey,USA,NJ,Culex pipiens,
AF404755,West Nile virus,11029,complete,USA: New York,USA,NY,Bonasa umbellus,
AF404756,West Nile virus,11029,complete,USA: New York,USA,NY,Corvus,
AF404757,West Nile virus,11029,complete,Italy,Italy,,Equus caballus,
AF481864,West Nile virus,11029,complete,,,,Ciconiidae,
AF260967,West Nile virus,11029,complete,USA: New York,USA,NY,Equus caballus,
AF260968,West Nile virus,11029,complete,,,,,
AF260969,West Nile virus,11029,complete,Romania,Romania,,Culex pipiens,
AF206518,West Nile virus,10975,complete,"USA:Connecticut, Greenwich-Stanford town line",USA,CT,Culex pipiens,
AF196835,West Nile virus,11029,complete,USA: New York,USA,NY,,
M12294,West Nile virus,10962,complete,,,,,
